2.654294456649990000E-10	1.040992444124410000E+04
6.654294510054990000E-10	1.103689353255700000E+04
1.065429456346100000E-09	1.190561899142560000E+04
1.465429461686700000E-09	1.302229736794240000E+04
1.865429467027200000E-09	1.436484606798760000E+04
2.265429472367800000E-09	1.579773333309090000E+04
2.665429477708400000E-09	1.734147925233940000E+04
3.065429483049000000E-09	1.898854006056750000E+04
3.465429488389500000E-09	2.073090452604830000E+04
3.865429493730100000E-09	2.243981433399930000E+04
4.265429499070700000E-09	2.406908684699330000E+04
4.665429504411300000E-09	2.563484376184100000E+04
5.065429509751800000E-09	2.716547229002410000E+04
5.465429515092400000E-09	2.859041417662490000E+04
5.865429520433000000E-09	2.986968391029740000E+04
6.265429525773500000E-09	3.099012266482720000E+04
6.665429531114100000E-09	3.193847283426360000E+04
7.065429536454700000E-09	3.277004695071610000E+04
7.465429541795300000E-09	3.345983100302250000E+04
7.865429547135800000E-09	3.401177878292170000E+04
8.265429552476400000E-09	3.445800856630990000E+04
8.665429557817000000E-09	3.477777086532940000E+04
9.065429563157600000E-09	3.500426607410430000E+04
9.465429568498100000E-09	3.513970841367930000E+04
9.865429573838700000E-09	3.522980468273190000E+04
1.026542957917930000E-08	3.529742105204390000E+04
1.066542958451980000E-08	3.531230157183210000E+04
1.106542958986040000E-08	3.531626288428800000E+04
1.146542959520100000E-08	3.535088992670050000E+04
1.186542960054160000E-08	3.543941466707380000E+04
1.226542960588210000E-08	3.555031900169820000E+04
1.266542961122270000E-08	3.565794468440590000E+04
1.306542961656330000E-08	3.580609497648540000E+04
1.346542962190390000E-08	3.605832863366310000E+04
1.386542962724440000E-08	3.641740015493640000E+04
1.426542963258500000E-08	3.686731440234840000E+04
1.466542963792560000E-08	3.738565473898490000E+04
1.506542964326610000E-08	3.797079317312480000E+04
1.546542964860670000E-08	3.866245712171440000E+04
1.586542965394730000E-08	3.944877173766040000E+04
1.626542965928790000E-08	4.031416272943890000E+04
1.666542966462840000E-08	4.126755023348650000E+04
1.706542966996900000E-08	4.227747354644350000E+04
1.746542967530960000E-08	4.334622529054320000E+04
1.786542968065020000E-08	4.445623968378710000E+04
1.826542968599070000E-08	4.558920365236240000E+04
1.866542969133130000E-08	4.672986412580600000E+04
1.906542969667190000E-08	4.785571405404260000E+04
1.946542970201250000E-08	4.895822139742610000E+04
1.986542970735300000E-08	5.003991234497790000E+04
2.026542971269360000E-08	5.109483937311970000E+04
2.066542971803420000E-08	5.210195417463670000E+04
2.106542972337470000E-08	5.304717005585800000E+04
2.146542972871530000E-08	5.392714689965240000E+04
2.186542973405590000E-08	5.474940179937650000E+04
2.226542973939650000E-08	5.551751399545950000E+04
2.266542974473700000E-08	5.622706132718100000E+04
2.306542975007760000E-08	5.687321954376320000E+04
2.346542975541820000E-08	5.744204343958150000E+04
2.386542976075880000E-08	5.795720690424380000E+04
2.426542976609930000E-08	5.843255380809310000E+04
2.466542977143990000E-08	5.884893972173470000E+04
2.506542977678050000E-08	5.920709287508640000E+04
2.546542978212100000E-08	5.951243994785920000E+04
2.586542978746160000E-08	5.977519965317750000E+04
2.626542979280220000E-08	6.000841065942340000E+04
2.666542979814280000E-08	6.020742515781870000E+04
2.706542980348330000E-08	6.038107832866360000E+04
2.746542980882390000E-08	6.052361665113410000E+04
2.786542981416450000E-08	6.064027080306700000E+04
2.826542981950510000E-08	6.073364092282290000E+04
2.866542982484560000E-08	6.080996689455240000E+04
2.906542983018620000E-08	6.087120890600630000E+04
2.946542983552680000E-08	6.092350549467720000E+04
2.986542984086730000E-08	6.099225456480900000E+04
3.026542984620790000E-08	6.108650840409710000E+04
3.066542985154850000E-08	6.120896396524830000E+04
3.106542985688910000E-08	6.134767153435400000E+04
3.146542986222960000E-08	6.149056620325790000E+04
3.186542986757020000E-08	6.164137345868550000E+04
3.226542987291080000E-08	6.180637359562150000E+04
3.266542987825140000E-08	6.198273197654830000E+04
3.306542988359190000E-08	6.217397906118960000E+04
3.346542988893250000E-08	6.236724565987150000E+04
