2.654291786363671690e-10 0
6.654291839769399530e-10 0
1.065429189317512737e-09 0
1.465429194658085521e-09 0
1.865429199998658305e-09 0
2.265429205339231089e-09 0
2.665429210679803873e-09 0
3.065429216020376657e-09 0
3.465429221360949855e-09 0
3.865429226701522225e-09 0
4.265429232042095009e-09 0
4.665429237382667793e-09 0
5.065429242723240577e-09 0
5.465429248063813361e-09 0
5.865429253404386145e-09 0
6.265429258744958929e-09 0
6.665429264085532540e-09 0
7.065429269426105324e-09 0
7.465429274766677281e-09 1.827886879163168260e+03
7.865429280107250065e-09 1.872036429935105161e+03
8.265429285447822849e-09 1.926836779416517857e+03
8.665429290788395633e-09 1.986766554007085233e+03
9.065429296128968417e-09 2.054427750956614091e+03
9.465429301469541201e-09 2.136842777344322258e+03
9.865429306810113985e-09 2.239772176839883286e+03
1.026542931215068677e-08 2.382632998552165191e+03
1.066542931749125955e-08 2.570595942787949753e+03
1.106542932283183234e-08 2.776746544244283541e+03
1.146542932817240512e-08 2.994502801761744195e+03
1.186542933351297791e-08 3.218870536100803747e+03
1.226542933885355069e-08 3.463020561277344768e+03
1.266542934419412347e-08 3.735235490070574087e+03
1.306542934953469626e-08 4.021575894063530086e+03
1.346542935487527070e-08 4.307570080892908663e+03
1.386542936021584348e-08 4.586939670505995309e+03
1.426542936555641626e-08 4.870886190432844160e+03
1.466542937089698905e-08 5.172300052976709594e+03
1.506542937623756018e-08 5.493959883436872587e+03
1.546542938157813296e-08 5.824063116488248852e+03
1.586542938691870575e-08 6.154913673589917380e+03
1.626542939225927853e-08 6.494161329994029074e+03
1.666542939759985131e-08 6.849646576853594524e+03
1.706542940294042410e-08 7.214687796997916848e+03
1.746542940828099688e-08 7.585968904878923240e+03
1.786542941362156967e-08 7.956948201171200708e+03
1.826542941896214245e-08 8.325061038184960125e+03
1.866542942430271523e-08 8.698423852378346055e+03
1.906542942964328802e-08 9.081224012495833449e+03
1.946542943498386080e-08 9.481711185229580224e+03
1.986542944032443359e-08 9.916849810739962777e+03
2.026542944566500637e-08 1.040992444124416579e+04
2.066542945100557915e-08 1.103689353255708374e+04
2.106542945634615194e-08 1.190561899142562652e+04
2.146542946168672472e-08 1.302229736794242308e+04
2.186542946702729751e-08 1.436484606798760615e+04
2.226542947236787029e-08 1.579773333309090776e+04
2.266542947770844307e-08 1.734147925233941351e+04
2.306542948304901586e-08 1.898854006056758953e+04
2.346542948838958864e-08 2.073090452604837265e+04
2.386542949373016143e-08 2.243981433399939488e+04
2.426542949907073421e-08 2.406908684699338119e+04
2.466542950441130699e-08 2.563484376184108987e+04
2.506542950975187978e-08 2.716547229002413587e+04
2.546542951509245256e-08 2.859041417662497042e+04
2.586542952043302535e-08 2.986968391029748454e+04
2.626542952577359813e-08 3.099012266482729683e+04
2.666542953111417422e-08 3.193847283426365539e+04
2.706542953645474701e-08 3.277004695071615424e+04
2.746542954179531979e-08 3.345983100302256935e+04
2.786542954713589257e-08 3.401177878292179230e+04
2.826542955247646536e-08 3.445800856630995986e+04
2.866542955781703814e-08 3.477777086532943940e+04
2.906542956315761093e-08 3.500426607410438737e+04
2.946542956849818371e-08 3.513970841367932007e+04
2.986542957383875319e-08 3.522980468273198494e+04
3.026542957917932597e-08 3.529742105204393738e+04
3.066542958451989875e-08 3.531230157183219126e+04
3.106542958986047154e-08 3.531626288428807311e+04
3.146542959520104432e-08 3.535088992670053995e+04
3.186542960054161711e-08 3.543941466707380459e+04
3.226542960588218989e-08 3.555031900169826258e+04
3.266542961122276267e-08 3.565794468440594210e+04
3.306542961656333546e-08 3.580609497648547404e+04
3.346542962190390824e-08 3.605832863366319361e+04
3.386542962724448103e-08 3.641740015493641113e+04
3.426542963258505381e-08 3.686731440234848560e+04
3.466542963792562659e-08 3.738565473898495839e+04
3.506542964326619938e-08 3.797079317312482453e+04
3.546542964860677216e-08 3.866245712171444757e+04
3.586542965394734495e-08 3.944877173766049964e+04
3.626542965928791773e-08 4.031416272943899094e+04
3.666542966462849051e-08 4.126755023348650866e+04
3.706542966996906330e-08 4.227747354644353618e+04
3.746542967530963608e-08 4.334622529054325423e+04
3.786542968065020887e-08 4.445623968378712016e+04
3.826542968599078165e-08 4.558920365236241196e+04
3.866542969133135443e-08 4.672986412580605247e+04
3.906542969667192722e-08 4.785571405404266261e+04
3.946542970201250000e-08 4.895822139742614672e+04
3.986542970735307279e-08 5.003991234497795813e+04
4.026542971269364557e-08 5.109483937311978661e+04
4.066542971803421835e-08 5.210195417463677586e+04
4.106542972337479114e-08 5.304717005585805600e+04
4.146542972871536392e-08 5.392714689965243451e+04
4.186542973405593671e-08 5.474940179937650828e+04
4.226542973939650949e-08 5.551751399545957975e+04
4.266542974473708227e-08 5.622706132718105800e+04
4.306542975007765506e-08 5.687321954376325448e+04
4.346542975541822784e-08 5.744204343958150275e+04
4.386542976075880063e-08 5.795720690424388158e+04
4.426542976609937341e-08 5.843255380809318740e+04
4.466542977143994619e-08 5.884893972173479415e+04
4.506542977678051898e-08 5.920709287508648413e+04
4.546542978212109176e-08 5.951243994785928953e+04
4.586542978746166455e-08 5.977519965317755850e+04
4.626542979280223733e-08 6.000841065942340356e+04
4.666542979814281011e-08 6.020742515781873226e+04
4.706542980348338290e-08 6.038107832866367971e+04
4.746542980882395568e-08 6.052361665113417985e+04
4.786542981416452847e-08 6.064027080306706921e+04
4.826542981950510125e-08 6.073364092282299680e+04
4.866542982484567403e-08 6.080996689455249725e+04
4.906542983018624682e-08 6.087120890600630082e+04
4.946542983552681960e-08 6.092350549467728706e+04
4.986542984086739239e-08 6.099225456480903813e+04
5.026542984620796517e-08 6.108650840409714874e+04
5.066542985154853795e-08 6.120896396524838201e+04
5.106542985688911074e-08 6.134767153435405635e+04
5.146542986222968352e-08 6.149056620325791300e+04
5.186542986757025631e-08 6.164137345868557895e+04
5.226542987291082909e-08 6.180637359562154597e+04
5.266542987825140187e-08 6.198273197654831893e+04
5.306542988359197466e-08 6.217397906118966785e+04
5.346542988893255406e-08 6.236724565987152164e+04
5.386542989427312684e-08 6.255379195001356857e+04
5.426542989961369963e-08 6.272704459592545027e+04
5.466542990495427241e-08 6.288885831216506631e+04
5.506542991029484520e-08 6.304883464612757962e+04
5.546542991563541798e-08 6.319774881422030739e+04
5.586542992097599076e-08 6.332718130868594017e+04
5.626542992631656355e-08 6.344657251781257219e+04
5.666542993165713633e-08 6.356025549424452765e+04
5.706542993699770912e-08 6.366641646983553073e+04
5.746542994233828190e-08 6.374442851382729714e+04
5.786542994767885468e-08 6.379671934508701088e+04
5.826542995301942747e-08 6.384640209625961870e+04
5.866542995836000025e-08 6.390486080429807043e+04
5.906542996370057304e-08 6.396184611368835613e+04
5.946542996904114582e-08 6.401814006729742687e+04
5.986542997438171199e-08 6.408448503517844802e+04
6.026542997972228477e-08 6.416336551034029981e+04
6.066542998506285755e-08 6.425456964935980795e+04
6.106542999040343034e-08 6.436062579556302080e+04
6.146542999574400312e-08 6.448672762188300840e+04
6.186543000108457591e-08 6.462772316053323448e+04
6.226543000642514869e-08 6.477897350952554552e+04
6.266543001176572147e-08 6.494187588274064910e+04
6.306543001710629426e-08 6.511917117451157537e+04
6.346543002244686704e-08 6.531150428274408478e+04
6.386543002778743983e-08 6.551609143222718558e+04
6.426543003312801261e-08 6.572640268361491326e+04
6.466543003846858539e-08 6.593806947887373099e+04
6.506543004380915818e-08 6.614905017228583165e+04
6.546543004914973096e-08 6.635258866531813692e+04
6.586543005449030375e-08 6.654382726037973771e+04
6.626543005983087653e-08 6.672230736513808370e+04
6.666543006517144931e-08 6.688488059724862978e+04
6.706543007051202210e-08 6.702913435474495054e+04
6.746543007585259488e-08 6.713614853191586735e+04
6.786543008119316767e-08 6.719690211101186287e+04
6.826543008653374045e-08 6.721064023436498246e+04
6.866543009187431323e-08 6.717624776913051028e+04
6.906543009721488602e-08 6.710788051594226272e+04
6.946543010255545880e-08 6.700959121270493779e+04
6.986543010789603159e-08 6.687310483396409836e+04
7.026543011323660437e-08 6.669327895131056721e+04
7.066543011857717715e-08 6.646303849394859571e+04
7.106543012391774994e-08 6.620395722939303960e+04
7.146543012925832272e-08 6.591140230360899295e+04
7.186543013459889551e-08 6.559358732832854730e+04
7.226543013993946829e-08 6.525878927730366559e+04
7.266543014528004107e-08 6.490398858030902193e+04
7.306543015062061386e-08 6.453213903954222769e+04
7.346543015596118664e-08 6.413933725510590011e+04
7.386543016130175943e-08 6.372666435840972554e+04
7.426543016664233221e-08 6.329871653114700894e+04
7.466543017198290499e-08 6.285797436347185430e+04
7.506543017732347778e-08 6.242105633496928931e+04
7.546543018266405056e-08 6.198456808917577291e+04
7.586543018800462335e-08 6.154980196123199130e+04
7.626543019334519613e-08 6.111680288853270031e+04
7.666543019868576891e-08 6.068961887461789593e+04
7.706543020402634170e-08 6.027239474494964088e+04
7.746543020936691448e-08 5.987309359622545162e+04
7.786543021470748727e-08 5.949949245711928234e+04
7.826543022004806005e-08 5.914925006457618292e+04
7.866543022538863283e-08 5.882349422826934460e+04
7.906543023072920562e-08 5.851477086632740975e+04
7.946543023606977840e-08 5.823246320236491010e+04
7.986543024141035119e-08 5.797570379345231777e+04
8.026543024675092397e-08 5.773282883407448389e+04
8.066543025209149675e-08 5.750126103475170385e+04
8.106543025743206954e-08 5.727539660545082734e+04
8.146543026277264232e-08 5.705298257992228173e+04
8.186543026811321511e-08 5.683150471058449330e+04
8.226543027345378789e-08 5.660817007332391950e+04
8.266543027879436067e-08 5.638319916898496740e+04
